N ID,Visit name,Quarter ID_original,Combined1,Combined,SCM Type,AID,Type of bacteria,Type of bacteria1,Bacteria_groups,Bacteria_groups_code,Any_pathogen,NAS,Mammaliicoccus,NASM,Gram_neg,Other_bac,Staph_au,Not_iden,Strept,Code for bacterial class,CMT score,Bacterial growth,Quarter ID,QP,QP_RL,QP_FH,T_shape,T_lesion,T_congenital1,AID,AID_original,B_mastitis,Age,Age_code,Breed,Breed1,Breed_Code,BCS,BCS_code,BCS1,A_my,Milk yield_code,L_stage,L_stage code,Pregnancy,Parity,Parity_code,Parity_code1,U_symmetry,U_shape,T_block,T_congenital,T_position,C_hind_quarter,U_dis,H_any_dis,H_lameness,H_cm,H_abort,H_calf_m,FID_original,FID,District,Visit name,F_mastitis,BMSCC,Log10BMSCC,R_system,Rs_code,Month,Season,Education,TN_Buffalo,N_lactating,Breeds,Breed_code,Feeding_S,T_feed,B_source,Wash_buffalo,Control_milk,Wash_udder,Dry_udder,T_dipping,T_hand_milk1,T_hand_milk,Fre_milking,Udder_hygiene,Milker_hygiene,N_milker,Milk_cm_last
77,Sandwip,F46A7FR,Culture negative,Culture negative,0,50,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F46A7FR,FR,Right,Front,1,0,0,50,7,0,5,1,Indigenous,Indigenous,1,2,0,Poor,1,0,6,1,1,2,2,2,1,2,0,0,2,2,0,0,0,0,0,0,46,17,Chattogram,Sandwip,1,"215,000",5.33,Semi-Bathan,1,February,0,1,44,15,River type,1,2,3,2,1,0,1,0,3,2,2,1,3,2,0,0
160,Sandwip,F69A3FL,Culture negative,Culture negative,0,93,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F69A3FL,FL,Left,Front,1,0,0,93,3,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,3,1,5,1,1,2,2,2,1,2,0,0,,2,0,0,1,0,0,0,69,38,Chattogram,Sandwip,1,"260,000",5.41,Household,2,February,0,1,22,11,River type,1,2,1,2,0,1,0,0,3,2,2,1,4,2,1,0
1348,Noakhali,F275A2FL,Culture negative,Culture negative,0,747,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F275A2FL,FL,Left,Front,1,0,0,747,2,0,7,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,6,1,2,2,2,2,1,3,0,0,1,2,1,0,0,0,0,0,275,237,Noakhali,Noakhali,1,"278,000",5.44,Semi-Bathan,1,April,1,0,80,12,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,3,1,0
1150,Noakhali,F248A1HL,Culture negative,Culture negative,0,633,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F248A1HL,HL,Left,Hind,1,0,0,633,1,1,8,2,Indigenous,Indigenous,1,3,0,Poor,4,1,4,1,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,248,211,Noakhali,Noakhali,1,"727,000",5.86,Semi-Bathan,1,March,1,1,39,20,River type,1,1,1,1,0,0,0,0,3,2,2,1,4,3,0,0
1154,Noakhali,F248A3FL,Culture negative,Culture negative,0,635,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F248A3FL,FL,Left,Front,3,0,0,635,3,1,9,3,Crossbreed,Crossbreed,2,3,0,Poor,2,0,10,3,1,2,2,2,1,3,0,0,1,2,0,1,1,0,0,0,248,211,Noakhali,Noakhali,1,"727,000",5.86,Semi-Bathan,1,March,1,1,39,20,River type,1,1,1,1,0,0,0,0,3,2,2,1,4,3,0,0
1163,Noakhali,F249A4FR,Culture negative,Culture negative,0,641,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F249A4FR,FR,Right,Front,1,0,0,641,4,0,6,1,Indigenous,Indigenous,1,3,0,Poor,2,0,6,1,1,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,249,212,Noakhali,Noakhali,1,"737,000",5.87,Semi-Bathan,1,March,1,0,44,19,River type,1,2,1,0,0,1,0,0,3,2,2,1,4,3,0,0
72,Sandwip,F46A4FL,Culture negative,Culture negative,1,47,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F46A4FL,FL,Left,Front,1,0,0,47,4,1,7,2,Indigenous,Indigenous,1,3,0,Poor,1.5,0,4,1,2,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,46,17,Chattogram,Sandwip,1,"215,000",5.33,Semi-Bathan,1,February,0,1,44,15,River type,1,2,3,2,1,0,1,0,3,2,2,1,3,2,0,0
73,Sandwip,F46A4FR,Culture negative,Culture negative,1,47,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F46A4FR,FR,Right,Front,1,0,0,47,4,1,7,2,Indigenous,Indigenous,1,3,0,Poor,1.5,0,4,1,2,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,46,17,Chattogram,Sandwip,1,"215,000",5.33,Semi-Bathan,1,February,0,1,44,15,River type,1,2,3,2,1,0,1,0,3,2,2,1,3,2,0,0
74,Sandwip,F46A4HL,Culture negative,Culture negative,1,47,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F46A4HL,HL,Left,Hind,1,0,0,47,4,1,7,2,Indigenous,Indigenous,1,3,0,Poor,1.5,0,4,1,2,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,46,17,Chattogram,Sandwip,1,"215,000",5.33,Semi-Bathan,1,February,0,1,44,15,River type,1,2,3,2,1,0,1,0,3,2,2,1,3,2,0,0
157,Sandwip,F69A1FR,Culture negative,Culture negative,1,91,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F69A1FR,FR,Right,Front,1,0,0,91,1,1,7,2,Indigenous,Indigenous,1,2,0,Poor,3,1,,,2,2,2,2,1,3,0,0,1,2,0,0,1,0,0,0,69,38,Chattogram,Sandwip,1,"260,000",5.41,Household,2,February,0,1,22,11,River type,1,2,1,2,0,1,0,0,3,2,2,1,4,2,1,0
1280,Noakhali,F264A1HL,Culture negative,Culture negative,1,712,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F264A1HL,HL,Left,Hind,1,0,0,712,1,1,5,1,indigenous,Indigenous,1,2,0,Poor,1.5,0,10,3,1,2,2,2,1,3,0,0,1,2,1,1,1,0,0,0,264,227,Noakhali,Noakhali,1,"267,000",5.43,Semi-Bathan,1,March,1,1,28,10,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,3,1,1
1153,Noakhali,F248A2HL,Culture negative,Culture negative,1,634,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F248A2HL,HL,Left,Hind,1,0,0,634,2,1,7,2,Crossbreed,Crossbreed,2,2,0,Poor,2,0,5,1,2,2,2,2,1,3,0,0,1,3,0,1,0,0,0,0,248,211,Noakhali,Noakhali,1,"727,000",5.86,Semi-Bathan,1,March,1,1,39,20,River type,1,1,1,1,0,0,0,0,3,2,2,1,4,3,0,0
1155,Noakhali,F248A3FR,Culture negative,Culture negative,1,635,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F248A3FR,FR,Right,Front,3,0,0,635,3,1,9,3,Crossbreed,Crossbreed,2,3,0,Poor,2,0,10,3,1,2,2,2,1,3,0,0,1,2,0,1,1,0,0,0,248,211,Noakhali,Noakhali,1,"727,000",5.86,Semi-Bathan,1,March,1,1,39,20,River type,1,1,1,1,0,0,0,0,3,2,2,1,4,3,0,0
1318,Noakhali,F269A3FL,Rothia amarae ,Rothia ,0,731,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Single,F269A3FL,FL,Left,Front,1,0,0,731,3,0,10,3,Indigenous,Indigenous,1,3,0,Poor,1,0,22,3,1,2,2,2,1,3,0,0,1,2,0,1,1,0,0,0,269,232,Noakhali,Noakhali,0,"135,000",5.13,Semi-Bathan,1,April,1,1,12,3,River type,1,1,1,2,0,0,0,0,3,2,2,1,4,3,,0
1281,Noakhali,F264A1HR,Staphylococcus aureus Staphylococcus hyicus,Staphylococcus aureus,1,712,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,4,Double,F264A1HR,HR,Right,Hind,1,0,0,712,1,1,5,1,indigenous,Indigenous,1,2,0,Poor,1.5,0,10,3,1,2,2,2,1,3,0,0,1,2,1,1,1,0,0,0,264,227,Noakhali,Noakhali,1,"267,000",5.43,Semi-Bathan,1,March,1,1,28,10,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,3,1,1
1094,Rajshahi,F236A3HR,Culture negative,Culture negative,0,604,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F236A3HR,HR,Right,Hind,2,0,0,604,3,0,6,1,Crossbreed,Crossbreed,2,3,0,Poor,3,1,10,3,1,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,236,199,Rajshahi,Rajshahi,1,"351,000",5.55,Semi-intensive,3,March,1,1,22,4,River type,1,2,3,0,0,1,0,0,3,3,3,1,4,3,1,0
954,Rajshahi,F209A1FR,Culture negative,Culture negative,0,534,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F209A1FR,FR,Right,Front,1,0,0,534,1,0,5,1,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,8,2,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,209,172,Rajshahi,Rajshahi,1,"242,000",5.38,Semi-intensive,3,February,0,0,10,3,River type,1,2,3,0,0,1,0,0,3,4,1,1,4,3,1,0
934,Rajshahi,F204A3HR,Culture negative,Culture negative,0,521,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F204A3HR,HR,Right,Hind,1,0,0,521,3,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,4,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,204,167,Rajshahi,Rajshahi,1,"267,000",5.43,Semi-intensive,3,February,0,2,13,5,River type,1,2,3,2,0,0,0,0,3,4,1,1,4,3,1,0
933,Rajshahi,F204A3HL,Culture negative,Culture negative,1,521,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F204A3HL,HL,Left,Hind,1,0,0,521,3,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,4,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,204,167,Rajshahi,Rajshahi,1,"267,000",5.43,Semi-intensive,3,February,0,2,13,5,River type,1,2,3,2,0,0,0,0,3,4,1,1,4,3,1,0
928,Rajshahi,F203A2FR,Culture negative,Culture negative,0,517,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F203A2FR,FR,Right,Front,1,0,0,517,2,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,2.5,0,2,2,2,2,1,3,0,0,2,2,0,1,1,0,0,0,203,166,Rajshahi,Rajshahi,0,"107,000",5.03,Semi-intensive,3,February,0,0,8,3,River type,1,2,3,0,0,1,0,0,3,5,1,1,4,3,1,0
1006,Rajshahi,F219A1FL,Culture negative,Culture negative,1,557,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F219A1FL,FL,Left,Front,1,0,0,557,1,1,6,1,Indigenous,Indigenous,1,3,0,Poor,,,6,1,2,2,2,2,1,3,0,0,2,2,0,0,0,0,0,0,219,182,Rajshahi,Rajshahi,1,"281,000",5.45,Semi-intensive,3,March,1,1,15,6,River type,1,2,3,0,0,0,0,0,3,5,1,1,4,3,1,0
1007,Rajshahi,F219A1HL,Culture negative,Culture negative,1,557,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F219A1HL,HL,Left,Hind,1,0,0,557,1,1,6,1,Indigenous,Indigenous,1,3,0,Poor,,,6,1,2,2,2,2,1,3,0,0,2,2,0,0,0,0,0,0,219,182,Rajshahi,Rajshahi,1,"281,000",5.45,Semi-intensive,3,March,1,1,15,6,River type,1,2,3,0,0,0,0,0,3,5,1,1,4,3,1,0
927,Rajshahi,F203A2FL,Arcanobacterium pluranimalium ,Arcanobacterium ,1,517,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,2,Double,F203A2FL,FL,Left,Front,1,0,0,517,2,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,2.5,0,2,2,2,2,1,3,0,0,2,2,0,1,1,0,0,0,203,166,Rajshahi,Rajshahi,0,"107,000",5.03,Semi-intensive,3,February,0,0,8,3,River type,1,2,3,0,0,1,0,0,3,5,1,1,4,3,1,0
1008,Rajshahi,F219A1HR,Corynebacterium efficiens ,Corynebacterium,1,557,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,2,Single,F219A1HR,HR,Right,Hind,1,0,0,557,1,1,6,1,Indigenous,Indigenous,1,3,0,Poor,,,6,1,2,2,2,2,1,3,0,0,2,2,0,0,0,0,0,0,219,182,Rajshahi,Rajshahi,1,"281,000",5.45,Semi-intensive,3,March,1,1,15,6,River type,1,2,3,0,0,0,0,0,3,5,1,1,4,3,1,0
439,IV-A,F110A3HR,Culture negative,Culture negative,0,224,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F110A3HR,HR,Right,Hind,3,0,0,224,3,1,6,1,Crossbreed,Crossbreed,2,2,0,Poor,5,1,5,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
1098,Noakhali,F237A2FL,Culture negative,Culture negative,0,607,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F237A2FL,FL,Left,Front,1,0,0,607,2,0,4,0,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,2,0,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,237,200,Noakhali,Noakhali,1,"611,000",5.79,Semi-Bathan,1,March,1,1,9,2,River type,1,1,1,0,0,1,1,0,3,7,1,1,4,3,0,0
297,Bhola,F98A2HR,Culture negative,Culture negative,0,157,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F98A2HR,HR,Right,Hind,1,0,0,157,2,1,10,3,Indigenous,Indigenous,1,3,0,Poor,,,3,0,2,2,2,2,1,3,0,0,5,1,0,1,0,0,0,1,98,67,Bhola,Bhola,1,"822,000",5.91,Bathan,0,March,1,0,70,9,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
116,Sandwip,F55A2HL,Culture negative,Culture negative,1,75,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F55A2HL,HL,Left,Hind,2,0,0,75,2,1,4.5,1,Indigenous,Indigenous,1,3,0,Poor,3,1,2,0,2,2,2,2,2,1,0,0,3,2,0,0,0,0,0,0,55,25,Chattogram,Sandwip,0,"64,000",4.81,Semi-Bathan,1,February,0,1,2,2,River type,1,2,3,0,0,0,0,0,3,7,1,1,4,2,0,0
133,Sandwip,F60A4HR,Culture negative,Culture negative,1,83,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F60A4HR,HR,Right,Hind,3,0,0,83,4,1,6,1,Indigenous,Indigenous,1,2,0,Poor,2,0,4,1,2,2,2,2,2,1,0,0,2,2,0,0,0,0,0,0,60,29,Chattogram,Sandwip,0,"76,000",4.88,Bathan,0,February,0,1,27,5,River type,1,2,1,2,1,0,0,0,3,7,1,1,3,2,0,0
438,IV-A,F110A3HL,Culture negative,Culture negative,1,224,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F110A3HL,HL,Left,Hind,3,0,0,224,3,1,6,1,Crossbreed,Crossbreed,2,2,0,Poor,5,1,5,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,110,77,Laxmipur,IV-A,1,"335,000",5.53,Intensive,4,October,2,1,57,13,River type,1,0,3,1,1,0,1,0,3,7,1,1,3,2,1,1
296,Bhola,F98A2FR,Culture negative,Culture negative,1,157,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F98A2FR,FR,Right,Front,1,0,0,157,2,1,10,3,Indigenous,Indigenous,1,3,0,Poor,,,3,0,2,2,2,2,1,3,0,0,5,1,0,1,0,0,0,1,98,67,Bhola,Bhola,1,"822,000",5.91,Bathan,0,March,1,0,70,9,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
132,Sandwip,F60A4FR,Staphylococcus aureus ,Staphylococcus aureus,1,83,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,2,Single,F60A4FR,FR,Right,Front,3,0,0,83,4,1,6,1,Indigenous,Indigenous,1,2,0,Poor,2,0,4,1,2,2,2,2,2,1,0,0,2,2,0,0,0,0,0,0,60,29,Chattogram,Sandwip,0,"76,000",4.88,Bathan,0,February,0,1,27,5,River type,1,2,1,2,1,0,0,0,3,7,1,1,3,2,0,0
951,Rajshahi,F208A2FL,Culture negative,Culture negative,0,532,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F208A2FL,FL,Left,Front,1,0,0,532,2,1,7,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,5,1,2,3,3,3,1,3,0,0,2,1,0,0,0,0,0,0,208,171,Rajshahi,Rajshahi,0,"141,000",5.15,Semi-intensive,3,February,0,0,14,6,River type,1,2,3,2,0,0,0,0,3,1,1,1,4,2,0,0
983,Rajshahi,F213A3HL,Culture negative,Culture negative,0,544,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F213A3HL,HL,Left,Hind,1,0,0,544,3,1,6,1,Crossbreed,Crossbreed,2,3,0,Poor,1,0,5,1,1,3,3,3,1,3,0,0,2,1,0,0,0,0,0,0,213,176,Rajshahi,Rajshahi,0,"193,000",5.29,Semi-intensive,3,February,0,1,14,4,River type,1,2,3,0,0,0,0,0,3,1,1,1,4,3,0,0
580,Jamalpur,F132A5HR,Culture negative,Culture negative,0,297,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F132A5HR,HR,Right,Hind,1,1,0,297,5,1,5,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,,,2,3,3,3,1,3,0,0,3,3,1,1,0,1,0,0,132,96,Jamalpur,Jamalpur,1,"274,000",5.44,Semi-Bathan,1,December,0,1,11,5,River type,1,0,3,2,0,0,0,0,3,1,1,2,4,2,0,0
1374,Noakhali,F280A4FL,Culture negative,Culture negative,0,763,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F280A4FL,FL,Left,Front,1,0,0,763,4,0,7,2,Indigenous,Indigenous,1,3,0,Poor,1,0,5,1,1,3,3,3,1,3,0,0,1,1,0,1,1,0,0,0,280,241,Noakhali,Noakhali,1,"414,000",5.62,Semi-Bathan,1,April,1,,12,4,River type,1,1,1,0,0,0,0,0,3,1,1,1,4,3,1,0
1146,Noakhali,F247A1FR,Culture negative,Culture negative,0,630,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F247A1FR,FR,Right,Front,1,0,0,630,1,1,8,2,Indigenous,Indigenous,1,3,0,Poor,1.5,0,7,2,2,3,3,3,1,3,0,0,1,1,0,0,1,0,0,0,247,210,Noakhali,Noakhali,1,"855,000",5.93,Semi-Bathan,1,March,1,0,65,6,River type,1,1,1,0,0,1,0,0,3,1,1,1,4,3,1,0
566,Jamalpur,F132A1HL,Culture negative,Culture negative,1,293,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F132A1HL,HL,Left,Hind,2,0,0,293,1,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1,0,12,3,1,3,3,3,1,1,0,0,1,3,0,0,0,0,0,0,132,96,Jamalpur,Jamalpur,1,"274,000",5.44,Semi-Bathan,1,December,0,1,11,5,River type,1,0,3,2,0,0,0,0,3,1,1,2,4,2,0,0
571,Jamalpur,F132A3FL,Culture negative,Culture negative,1,295,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F132A3FL,FL,Left,Front,2,0,0,295,3,1,5,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,,,2,3,3,3,1,3,0,0,1,3,1,1,,0,0,0,132,96,Jamalpur,Jamalpur,1,"274,000",5.44,Semi-Bathan,1,December,0,1,11,5,River type,1,0,3,2,0,0,0,0,3,1,1,2,4,2,0,0
965,Rajshahi,F212A1FL,Culture negative,Culture negative,1,539,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F212A1FL,FL,Left,Front,1,0,0,539,1,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,6,1,1,3,3,3,1,3,0,0,2,1,0,1,0,0,0,0,212,175,Rajshahi,Rajshahi,1,"387,000",5.59,Semi-intensive,3,February,0,1,21,5,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,,0
966,Rajshahi,F212A1FR,Culture negative,Culture negative,1,539,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F212A1FR,FR,Right,Front,1,0,0,539,1,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,6,1,1,3,3,3,1,3,0,0,2,1,0,1,0,0,0,0,212,175,Rajshahi,Rajshahi,1,"387,000",5.59,Semi-intensive,3,February,0,1,21,5,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,,0
967,Rajshahi,F212A1HL,Culture negative,Culture negative,1,539,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F212A1HL,HL,Left,Hind,1,0,0,539,1,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,6,1,1,3,3,3,1,3,0,0,2,1,0,1,0,0,0,0,212,175,Rajshahi,Rajshahi,1,"387,000",5.59,Semi-intensive,3,February,0,1,21,5,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,,0
976,Rajshahi,F212A5FL,Culture negative,Culture negative,1,542,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F212A5FL,FL,Left,Front,2,0,0,542,5,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,3,0,2,3,3,3,1,2,0,0,2,2,0,0,0,0,0,0,212,175,Rajshahi,Rajshahi,1,"387,000",5.59,Semi-intensive,3,February,0,1,21,5,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,,0
979,Rajshahi,F212A5HR,Culture negative,Culture negative,1,542,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F212A5HR,HR,Right,Hind,2,0,0,542,5,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.5,0,3,0,2,3,3,3,1,2,0,0,2,2,0,0,0,0,0,0,212,175,Rajshahi,Rajshahi,1,"387,000",5.59,Semi-intensive,3,February,0,1,21,5,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,,0
579,Jamalpur,F132A5HL,Staphylococcus sciuri Staphylococcus aureus,Staphylococcus aureus,1,297,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,1,4,Double,F132A5HL,HL,Left,Hind,1,0,0,297,5,1,5,1,Crossbreed,Crossbreed,2,3,0,Poor,2,0,,,2,3,3,3,1,3,0,0,3,3,1,1,0,1,0,0,132,96,Jamalpur,Jamalpur,1,"274,000",5.44,Semi-Bathan,1,December,0,1,11,5,River type,1,0,3,2,0,0,0,0,3,1,1,2,4,2,0,0
705,Jamalpur,F152A1HL,Not-identified ,Not-identified ,0,375,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,1,,F152A1HL,HL,Left,Hind,1,0,0,375,1,0,7,2,Indigenous,Indigenous,1,3,0,Poor,,,3,0,2,3,3,3,1,3,0,0,1,1,0,0,0,0,0,0,152,116,Jamalpur,Jamalpur,0,"118,000",5.07,Semi-Bathan,1,December,0,2,9,3,River type,1,2,3,2,0,0,0,0,3,1,1,1,4,2,1,0
57,Sandwip,F43A4HR,Culture negative,Culture negative,0,38,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F43A4HR,HR,Right,Hind,1,0,0,38,4,0,10,3,Crossbreed,Crossbreed,2,2,0,Poor,2.5,0,5,1,2,3,3,3,2,2,0,1,2,3,0,0,0,0,0,0,43,14,Chattogram,Sandwip,0,"106,000",5.03,Bathan,0,February,0,1,30,9,Both,0,2,1,2,0,1,0,0,3,2,2,1,4,2,0,0
767,Sylhet,F164A2FR,Culture negative,Culture negative,0,412,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F164A2FR,FR,Right,Front,1,0,0,412,2,0,8,2,Indigenous,Indigenous,1,3,0,Poor,2,0,3,0,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,164,128,Moulvibazar,Sylhet,0,"131,000",5.12,Semi-Bathan,1,January,0,0,22,3,Both,0,1,1,2,0,0,0,0,3,2,2,1,4,3,0,0
1277,Noakhali,F263A1HR,Culture negative,Culture negative,0,709,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F263A1HR,HR,Right,Hind,2,0,0,709,1,1,8,2,Crossbreed,Crossbreed,2,3,0,Poor,1.2,0,6,1,1,3,3,3,1,1,0,0,1,3,0,0,0,0,0,0,263,226,Noakhali,Noakhali,1,"691,000",5.84,Semi-intensive,3,March,1,1,9,3,River type,1,2,1,2,0,0,0,0,3,2,2,1,4,3,1,0
771,Sylhet,F165A2FL,Culture negative,Culture negative,1,415,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F165A2FL,FL,Left,Front,2,0,0,415,2,1,9,3,Indigenous,Indigenous,1,3,0,Poor,1.5,0,5,1,2,3,3,3,1,3,0,0,1,3,0,1,0,0,0,0,165,129,Moulvibazar,Sylhet,0,"156,000",5.19,Semi-Bathan,1,January,0,0,6,3,River type,1,1,1,0,0,0,0,0,3,2,2,1,4,3,0,0
1114,Noakhali,F242A2FR,Culture negative,Culture negative,1,617,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F242A2FR,FR,Right,Front,1,0,0,617,2,1,5,1,Indigenous,Indigenous,1,3,0,Poor,2,0,4,1,2,3,3,3,2,3,0,0,4,2,0,0,0,0,0,0,242,205,Noakhali,Noakhali,1,"781,000",5.89,Bathan,0,March,1,0,52,24,River type,1,1,1,0,0,1,0,0,3,2,2,1,4,3,1,0
